N°DPE,Date_établissement_DPE,Etiquette_DPE,Etiquette_GES,Surface_habitable_logement,Type_bâtiment,Année_construction,Adresse_(BAN),Code_postal_(BAN),Code_INSEE_(BAN),Identifiant__BAN,Score_BAN,Conso_5_usages_par_m²_é_primaire,Emission_GES_5_usages_par_m²,Coordonnée_cartographique_X_(BAN),Coordonnée_cartographique_Y_(BAN),id_parcelle_rapprochee
2317E0000448,2024-06-14,C,F,184.0,maison,1890,168 ALLEE DES CHENES 17300 ROCHEFORT,17300,17300,17300_5288_00168,0.88,123.3,4.47,-0.9628,45.9414,17300000D0400
2317E0000190,2023-08-30,E,G,57.1,appartement,2011,55 ALLEE DES CHENES 17300 ROCHEFORT,17300,17300,17300_5473_00055,0.71,316.7,7.81,-0.9628,45.9414,17300000A0491
2333E0000187,2024-09-21,D,C,39.0,appartement,,104 IMPASSE DES VIGNES 33000 BORDEAUX,33000,33063,33063_9348_00104,0.98,223.8,10.48,-0.5792,44.8378,33063000A0229
2324E0000296,2022-01-22,E,E,34.0,appartement,1983,111 RUE DU PALAIS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_5776_00111,0.92,257.1,20.73,0.557,45.087,24016000A0030
2317E0000661,2023-07-02,C,D,49.0,maison,2003,38 RUE DU PALAIS 17300 ROCHEFORT,17300,17300,17300_5117_00038,0.88,134.6,8.35,-0.9628,45.9414,17300000B0946
2333E0000704,2022-04-14,D,E,81.0,appartement,2019,36 RUE GAMBETTA 33000 BORDEAUX,33000,33063,33063_6218_00036,0.95,203.4,10.77,-0.5792,44.8378,33063000D0216
2324E0000060,2022-02-12,F,G,40.0,appartement,2003,58 COURS DE L ARGONNE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_3133_00058,0.95,343.9,15.11,0.557,45.087,24016000D0234
2324E0000431,2023-07-12,E,G,89.0,appartement,2011,124 COURS DE L ARGONNE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_5212_00124,0.98,241.9,16.27,0.557,45.087,24016000A0933
2317E0000822,2022-12-13,F,G,57.0,appartement,1890,171 RUE DU PALAIS 17300 ROCHEFORT,17300,17300,17300_7582_00171,0.95,367.4,25.14,-0.9628,45.9414,17300000D0284
2333E0000050,2023-03-13,E,D,161.2,maison,1994,59 AVENUE THIERS 33000 BORDEAUX,33000,33063,33063_7386_00059,0.71,312.1,23.5,-0.5792,44.8378,33063000Z0759
2317E0000409,2021-03-10,B,C,40.0,appartement,1890,93 ALLEE DES CHENES 17300 ROCHEFORT,17300,17300,17300_7558_00093,0.88,84.7,5.92,-0.9628,45.9414,17300000A0501
2324E0000480,2023-11-10,C,F,65.0,appartement,,123 PLACE COLBERT 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_7582_00123,0.98,157.6,8.57,0.557,45.087,24016000Z0672
2333E0000841,2022-09-03,E,D,97.0,maison,2011,115 RUE DU PALAIS 33000 BORDEAUX,33000,33063,33063_5483_00115,0.95,296.4,25.25,-0.5792,44.8378,33063000E0625
2324E0000571,2023-11-23,B,E,,maison,1983,135 AVENUE THIERS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_6396_00135,0.55,81.1,6.24,0.557,45.087,24016000A0729
2333E0000447,2024-08-31,D,G,37.0,appartement,1975,66 ALLEE DES CHENES 33000 BORDEAUX,33000,33063,33063_7371_00066,0.98,228.2,16.46,-0.5792,44.8378,33063000Z0626
2317E0000246,2022-09-14,F,G,74.0,maison,2003,51 IMPASSE DES VIGNES 17300 ROCHEFORT,17300,17300,17300_4085_00051,0.88,407.6,18.9,-0.9628,45.9414,17300000B0426
2333E0000743,2023-02-12,G,E,118.0,maison,1930,117 RUE GAMBETTA 33000 BORDEAUX,33000,33063,33063_4101_00117,0.92,447.8,14.09,-0.5792,44.8378,33063000B0378
2317E0000666,2023-04-11,F,D,87.0,maison,1962,150 ROUTE DE PERIGUEUX 17300 ROCHEFORT,17300,17300,17300_8736_00150,0.55,403.9,16.36,-0.9628,45.9414,17300000B0937
2324E0000537,2023-02-20,D,F,73.0,appartement,1890,149 PLACE COLBERT 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_1516_00149,0.98,187.6,8.72,0.557,45.087,24016000B0968
2333E0000218,2024-08-12,C,C,159.0,maison,2011,151 COURS DE L ARGONNE 33000 BORDEAUX,33000,33063,33063_1879_00151,0.92,153.4,8.64,-0.5792,44.8378,33063000E0500
2324E0000149,2024-08-30,D,D,83.0,appartement,1962,179 ROUTE DE PERIGUEUX 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_1626_00179,0.95,195.8,5.02,0.557,45.087,24016000B0267
2333E0000050,2023-03-13,E,D,161.2,maison,1994,59 AVENUE THIERS 33000 BORDEAUX,33000,33063,33063_7386_00059,0.71,312.1,23.5,-0.5792,44.8378,33063000Z0759
2333E0000078,2024-01-05,F,B,86.0,maison,2019,122 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_4898_00122,0.71,360.4,30.83,-0.5792,44.8378,33063000D0321
2324E0000206,2022-05-12,E,C,71.0,appartement,1890,39 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_3658_00039,0.88,244.2,11.88,0.557,45.087,24016000A0055
2317E0000496,2022-06-19,B,C,32.0,appartement,1930,15 ROUTE DE PERIGUEUX 17300 ROCHEFORT,17300,17300,17300_2468_00015,0.92,93.7,7.19,-0.9628,45.9414,17300000D0875
2324E0000319,2023-08-18,F,F,37.0,appartement,,44 RUE DU PALAIS 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_8170_00044,0.95,318.0,16.88,0.557,45.087,24016000B0527
2324E0000345,2022-11-29,D,D,73.0,appartement,1930,86 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_8364_00086,0.92,221.8,18.33,0.557,45.087,24016000A0889
2317E0000551,2022-12-26,D,C,65.0,appartement,1890,50 ROUTE DE PERIGUEUX 17300 ROCHEFORT,17300,17300,17300_3299_00050,0.95,207.9,10.64,-0.9628,45.9414,17300000D0646
2333E0000301,2023-01-30,C,G,193.0,maison,2011,12 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_4112_00012,0.98,121.6,3.34,-0.5792,44.8378,33063000D0820
2333E0000371,2021-12-27,D,G,90.0,appartement,2011,11 PLACE COLBERT 33000 BORDEAUX,33000,33063,33063_4983_00011,0.71,219.0,11.71,-0.5792,44.8378,33063000E0380
2317E0000689,2023-05-18,F,F,339.1,maison,1962,78 RUE GAMBETTA 17300 ROCHEFORT,17300,17300,17300_3396_00078,0.88,329.5,21.36,-0.9628,45.9414,17300000E0829
2333E0000806,2023-07-19,D,B,29.0,appartement,1890,19 ALLEE DES CHENES 33000 BORDEAUX,33000,33063,33063_3388_00019,0.98,189.0,8.24,-0.5792,44.8378,33063000A0861
2333E0000062,2023-06-29,G,F,83.0,appartement,2003,153 RUE SAINTE CATHERINE 33000 BORDEAUX,33000,33063,33063_4177_00153,0.98,457.0,9.98,-0.5792,44.8378,33063000B0912
2324E0000583,2022-09-11,D,G,52.0,appartement,2019,68 RUE GAMBETTA 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_7033_00068,0.98,171.6,10.73,0.557,45.087,24016000D0882
2324E0000417,2022-08-13,D,E,181.0,maison,1930,5 RUE SAINTE CATHERINE 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_7979_00005,0.71,201.6,7.19,0.557,45.087,24016000A0930
2333E0000177,2022-12-06,F,E,92.0,maison,1994,47 PLACE COLBERT 33000 BORDEAUX,33000,33063,33063_4875_00047,0.95,343.3,7.8,-0.5792,44.8378,33063000D0543
2317E0000824,2023-03-23,E,D,195.0,maison,2003,110 RUE SAINTE CATHERINE 17300 ROCHEFORT,17300,17300,17300_4705_00110,0.92,295.5,11.04,-0.9628,45.9414,17300000A0877
2333E0000085,2023-12-26,G,E,66.0,appartement,,8 ROUTE DE PERIGUEUX 33000 BORDEAUX,33000,33063,33063_3152_00008,0.98,467.6,34.88,-0.5792,44.8378,33063000D0692
2317E0000350,2022-08-24,E,A,47.0,appartement,1890,111 PLACE COLBERT 17300 ROCHEFORT,17300,17300,17300_6616_00111,0.92,273.3,20.05,-0.9628,45.9414,17300000B0418
COR-DT0,0001-01-01x,D,F,55.3,appartement,,101 ALLEE DES CHENES 33000 BORDEAUX,33000,33063,33063_9767_00101,0.88,192.6,8.41,-0.5792,44.8378,33063000D0101
2324E0000816,2023-10-18,D,E,33.0,appartement,,121 IMPASSE DES VIGNES 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_5386_00121,0.92,193.7,16.4,0.557,45.087,24016000A0439
2333E0000538,2024-01-31,E,E,77.0,appartement,2003,94 ROUTE DE PERIGUEUX 33000 BORDEAUX,33000,33063,33063_2778_00094,0.98,313.7,10.44,-0.5792,44.8378,33063000E0901
2324E0000890,2024-05-15,D,B,181.0,appartement,1890,106 PLACE COLBERT 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_2778_00106,0.71,222.3,18.05,0.557,45.087,24016000C0390
2317E0000546,2022-09-04,C,G,73.0,appartement,1962,164 ALLEE DES CHENES 17300 ROCHEFORT,17300,17300,17300_2127_00164,0.98,150.9,9.31,-0.9628,45.9414,17300000C0011
2317E0000845,2023-01-13,F,C,87.0,appartement,1930,129 IMPASSE DES VIGNES 17300 ROCHEFORT,17300,17300,17300_6512_00129,0.95,389.6,22.35,-0.9628,45.9414,17300000D0262
2317E0000747,2024-01-10,B,D,70.0,appartement,2003,2 IMPASSE DES VIGNES 17300 ROCHEFORT,17300,17300,17300_7247_00002,0.95,98.0,5.06,-0.9628,45.9414,17300000B0909
2333E0000120,2023-07-10,E,G,147.0,maison,2011,101 ROUTE DE PERIGUEUX 33000 BORDEAUX,33000,33063,33063_2255_00101,0.98,241.5,11.07,-0.5792,44.8378,33063000A0007
2324E0000606,2021-06-15,G,E,95.0,appartement,1975,61 PLACE COLBERT 24430 ANNESSE-ET-BEAULIEU,24430,24016,24016_1455_00061,0.98,456.0,39.05,0.557,45.087,24016000C0823
2317E0000810,2023-10-14,F,F,32.0,appartement,1994,60 PLACE COLBERT 17300 ROCHEFORT,17300,17300,17300_8157_00060,0.71,405.4,26.38,-0.9628,45.9414,17300000D0052
2317E0000572,2023-07-22,E,D,41.0,appartement,1962,117 ALLEE DES CHENES 17300 ROCHEFORT,17300,17300,17300_8300_00117,0.98,316.1,27.81,-0.9628,45.9414,17300000D0687
2333E0000289,2021-01-14,E,C,58.0,appartement,,90 COURS DE L ARGONNE 33000 BORDEAUX,33000,33063,33063_2516_00090,0.88,322.0,17.23,-0.5792,44.8378,33063000A0714
