id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,code_postal,code_commune,nom_commune,code_departement,id_parcelle,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,surface_terrain,longitude,latitude
2023-100468,2023-12-09,1,Vente,958917.07,152,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000Z0551,2,1,Maison,189,8,993,-0.574548,44.871831
2023-100362,2024-07-26,1,Vente,194361.52,45,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000Z0719,0,1,Maison,71,2,2098,-0.956859,45.909702
2023-100308,2023-03-31,1,Vente,46369.24,158,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0883,0,2,Appartement,29,1,,0.536149,45.112646
2023-100212,2023-08-29,1,Vente,242025.21,38,,COURS DE L ARGONNE,17300,17300,ROCHEFORT,17,17300000A0984,2,1,Maison,129,4,387,-0.977639,45.906526
2023-100243,2023-04-09,1,Vente,126688.37,88,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0370,0,1,Maison,88,4,904,0.544271,45.114982
2023-100612,2023-03-22,1,Vente,1090575.67,142,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000D0243,0,1,Maison,178,7,1705,-0.615523,44.844799
2023-100282,2024-09-14,2,Vente,268112.95,107,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000A0855,2,2,Appartement,58,2,,-0.568152,44.82121
2023-100712,2024-08-24,1,Vente,176637.99,110,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000D0520,0,2,Appartement,30,1,,-0.540929,44.876603
2023-100244,2023-02-22,1,Vente,428361.6,14,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000C0770,0,2,Appartement,77,3,,-0.567479,44.848937
2023-100238,2025-05-12,1,Vente,306799.57,117,,COURS DE L ARGONNE,33000,33063,BORDEAUX,33,33063000E0381,2,2,Appartement,91,4,,-0.552215,44.870645
2023-100438,2023-08-20,1,Vente,1256474.97,57,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000A0846,0,1,Maison,206,9,1609,-0.547909,44.817894
2023-100521,2023-03-28,1,Vente,159244.67,142,,RUE GAMBETTA,17300,17300,ROCHEFORT,17,17300000E0250,0,2,Appartement,78,3,,-1.002711,45.910804
2023-100893,2023-04-11,1,Vente,871459.4,158,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000A0431,0,1,Maison,152,7,352,-0.618402,44.810914
2023-100717,2024-06-30,1,Vente,146341.31,89,,IMPASSE DES VIGNES,17300,17300,ROCHEFORT,17,17300000D0135,0,1,Maison,72,2,781,-0.992865,45.927332
2023-COR-XL1,2024-10-19,1,Vente,67232.64,70,,IMPASSE DES VIGNES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0253,2,2,Appartement,8783,2,,0.598387,45.119618
2023-100782,2024-05-30,1,Vente,1050296.9,136,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000C0138,1,1,Maison,174,7,1015,-0.561866,44.805112
2023-COR-T11,2025-01-05,1,Vente,80528.01,124,,RUE SAINTE CATHERINE,17300,17300,ROCHEFORT,17,17300000E0982,2,3,Dependance,47,2,,-0.948206,45.919086
2023-100743,2024-10-27,1,Vente,532281.38,117,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000B0378,1,1,Maison,118,4,2197,-0.556455,44.839039
2023-100542,2024-04-23,1,Vente,784834.62,169,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000E0820,0,1,Maison,176,9,1057,-0.611408,44.847549
2023-100081,2023-06-13,1,Vente,217216.8,16,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0637,0,1,Maison,163,7,813,0.600313,45.113789
2023-100418,2023-08-21,1,Vente,152511.51,136,,IMPASSE DES VIGNES,17300,17300,ROCHEFORT,17,17300000C0876,0,2,Appartement,60,2,,-0.937095,45.963198
2023-100742,2023-02-23,1,Vente,179240.68,122,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000B0630,0,2,Appartement,77,3,,-1.010073,45.964718
2023-100150,2024-06-01,1,Vente,39451.83,172,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0852,0,2,Appartement,31,1,,0.550528,45.051613
2023-100337,2023-09-30,1,Vente,1352953.72,122,,RUE SAINTE CATHERINE,17300,17300,ROCHEFORT,17,17300000Z0718,0,2,Appartement,71,3,,-0.955885,45.910558
2023-100342,2024-08-03,1,Vente,141210.72,67,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000E0841,0,2,Appartement,67,2,,-0.914845,45.964991
2023-100722,2023-12-16,1,Vente,158924.78,16,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000B0654,0,2,Appartement,58,2,,-0.961572,45.960755
2023-100281,2024-08-09,1,Vente,1004764.27,98,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000C0120,0,1,Maison,188,7,173,-0.569308,44.829967
2023-100213,2025-02-23,1,Vente,163158.47,168,,IMPASSE DES VIGNES,17300,17300,ROCHEFORT,17,17300000D0422,2,2,Appartement,93,4,,-0.91789,45.972352
2023-100046,2025-05-15,1,Vente,217728.66,137,,ALLEE DES CHENES,17300,17300,ROCHEFORT,17,17300000E0488,0,2,Appartement,76,2,,-0.931346,45.917979
2023-100710,2023-05-13,1,Vente,610317.64,164,,ALLEE DES CHENES,17300,17300,ROCHEFORT,17,17300000Z0206,0,1,Maison,195,7,1900,-1.004024,45.91926
2023-100350,2024-05-15,1,Vente,86449.67,111,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000B0418,0,2,Appartement,47,2,,-0.971618,45.92425
2023-100805,2025-05-13,1,Vente,403561.18,174,,ROUTE DE PERIGUEUX,33000,33063,BORDEAUX,33,33063000B0842,0,2,Appartement,72,2,,-0.557915,44.820235
2023-100732,2024-07-09,1,Vente,105334.29,114,,AVENUE THIERS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0851,0,2,Appartement,87,3,,0.520944,45.051663
2023-100626,2023-05-01,1,Vente,1047846.0,21,,ROUTE DE PERIGUEUX,33000,33063,BORDEAUX,33,33063000D0992,1,1,Maison,178,6,749,-0.593379,44.859845
2023-100649,2024-04-26,1,Vente,395185.89,132,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000B0596,0,2,Appartement,87,3,,-0.56459,44.849843
2023-100155,2024-06-25,1,Vente,314206.42,90,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000A0046,0,2,Appartement,85,3,,-0.54091,44.875198
2023-100006,2023-02-13,1,Vente,399956.06,130,,COURS DE L ARGONNE,17300,17300,ROCHEFORT,17,17300000A0797,2,1,Maison,165,8,2171,-1.009798,45.964886
2023-100045,2024-01-07,1,Vente,196967.82,144,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0725,1,2,Appartement,95,4,,0.517718,45.118061
2023-100233,2024-08-14,1,Vente,192762.04,24,,IMPASSE DES VIGNES,17300,17300,ROCHEFORT,17,17300000B0983,1,2,Appartement,82,4,,-0.927154,45.929619
2023-100487,2025-04-02,1,Vente,342459.26,109,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000D0031,1,1,Maison,86,4,1681,-0.532679,44.822254
2023-100440,2023-05-04,1,Vente,821482.06,13,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000A0577,0,1,Maison,147,7,1727,-0.558583,44.849854
2023-100354,2023-05-14,1,Vente,117806.05,46,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0162,0,2,Appartement,83,3,,0.53248,45.054579
2023-100866,2023-01-11,1,Vente,302605.59,63,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000B0591,2,1,Maison,143,5,1961,-0.948286,45.930522
2023-100427,2023-03-20,1,Vente,169429.46,140,,AVENUE THIERS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0974,0,2,Appartement,91,4,,0.51158,45.051818
2023-100671,2024-08-29,1,Vente,344050.79,131,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000C0822,0,1,Maison,117,4,205,-0.992155,45.929318
2023-100600,2024-10-08,1,Vente,615359.52,104,,ROUTE DE PERIGUEUX,33000,33063,BORDEAUX,33,33063000E0392,0,1,Maison,125,4,1189,-0.575938,44.863855
2023-100167,2024-07-18,1,Vente,160867.25,84,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000A0548,0,2,Appartement,43,1,,-0.590839,44.864078
2023-100068,2023-06-03,1,Vente,444867.26,13,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000C0890,0,1,Maison,154,7,1939,-0.996862,45.905223
2023-100681,2024-01-07,1,Vente,52825.75,138,,AVENUE THIERS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0990,0,2,Appartement,35,1,,0.521044,45.071109
2023-100036,2023-09-26,1,Vente,94673.87,7,,RUE GAMBETTA,17300,17300,ROCHEFORT,17,17300000B0513,0,2,Appartement,48,2,,-0.993602,45.942934
2023-100613,2024-03-08,1,Vente,128503.3,98,,COURS DE L ARGONNE,17300,17300,ROCHEFORT,17,17300000B0415,1,2,Appartement,71,3,,-0.992715,45.919336
2023-COR-T4,2023-10-25,1,Vente,100288.85,55,,ALLEE DES CHENES,17300,17300,ROCHEFORT,17,17300000A0491,0,3,Local industriel. commercial ou assimile,37,2,,-1.000264,45.911722
2023-100667,2025-02-07,1,Vente,147584.6,75,,RUE GAMBETTA,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0969,2,1,Maison,113,4,1692,0.510595,45.049289
2023-100481,2025-03-13,1,Vente,169946.48,123,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000B0511,0,2,Appartement,63,3,,-0.969876,45.932571
2023-100163,2024-05-04,1,Vente,336637.47,41,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0533,0,1,Maison,160,7,1497,0.584551,45.107376
2023-100115,2023-12-27,1,Vente,767964.05,158,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000C0096,2,1,Maison,166,7,887,-0.549282,44.85455
2023-100402,2024-03-19,1,Vente,180885.16,83,,IMPASSE DES VIGNES,17300,17300,ROCHEFORT,17,17300000D0460,2,2,Appartement,79,3,,-0.951337,45.946533
2023-100647,2024-01-15,1,Vente,231130.52,84,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000Z0778,0,1,Maison,94,3,292,-0.995938,45.960412
2023-100222,2024-04-14,1,Vente,152443.66,38,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000Z0141,2,2,Appartement,40,2,,-0.583211,44.858915
2023-COR-S18,2023-09-09,1,Vente,162967.28,91,,IMPASSE DES VIGNES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0005,0,2,Appartement,0,3,,0.572394,45.100304
2023-100562,2024-06-26,1,Vente,282795.43,48,,COURS DE L ARGONNE,33000,33063,BORDEAUX,33,33063000B0642,0,2,Appartement,58,2,,-0.538481,44.852209
2023-100733,2024-06-02,1,Vente,355953.85,158,,RUE GAMBETTA,17300,17300,ROCHEFORT,17,17300000D0818,2,1,Maison,134,6,1039,-0.928659,45.959467
2023-100247,2024-04-28,1,Vente,405844.44,32,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000A0779,1,2,Appartement,82,3,,-0.549812,44.831892
2023-100349,2023-07-04,1,Vente,321792.85,34,,ROUTE DE PERIGUEUX,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0341,1,1,Maison,155,5,1535,0.553618,45.048347
2023-100730,2024-03-02,1,Vente,165073.49,166,,ALLEE DES CHENES,17300,17300,ROCHEFORT,17,17300000Z0789,0,1,Maison,84,3,510,-0.98808,45.931914
2023-100269,2023-06-04,1,Vente,329309.81,132,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000A0632,1,2,Appartement,88,4,,-0.570576,44.843025
2023-100313,2023-04-01,1,Vente,112529.27,20,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0206,1,1,Maison,71,3,2252,0.511915,45.115856
2023-100010,2023-11-01,1,Vente,136803.09,13,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000C0588,1,2,Appartement,52,2,,-0.997017,45.967837
2023-100765,2025-02-17,1,Vente,689443.99,15,,IMPASSE DES VIGNES,33000,33063,BORDEAUX,33,33063000E0603,0,1,Maison,183,6,1296,-0.56568,44.838824
2023-100148,2023-09-09,1,Vente,88659.74,160,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0837,0,2,Appartement,50,2,,0.601344,45.103115
2023-100746,2023-03-15,1,Vente,234533.94,74,,RUE GAMBETTA,17300,17300,ROCHEFORT,17,17300000C0190,0,1,Maison,104,3,1412,-0.943287,45.96144
2023-100501,2023-03-15,1,Vente,711615.64,66,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000E0297,0,1,Maison,165,7,2388,-0.59418,44.812439
2023-100393,2023-04-25,1,Vente,257901.64,157,,ALLEE DES CHENES,17300,17300,ROCHEFORT,17,17300000D0336,0,1,Maison,92,4,470,-0.951117,45.93423
2023-100307,2023-08-04,1,Vente,246433.59,89,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0619,0,1,Maison,192,7,514,0.580003,45.078992
2023-100208,2024-04-21,1,Vente,39443.97,23,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000B0074,0,2,Appartement,62,2,,-0.580679,44.870576
2023-100791,2024-07-31,1,Vente,200346.04,161,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000B0747,0,2,Appartement,80,3,,-0.943768,45.97174
2023-100570,2025-04-22,1,Vente,118275.94,72,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000Z0304,0,2,Appartement,30,1,,-0.548277,44.835135
2023-100390,2023-11-28,1,Vente,225865.55,118,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000B0673,0,1,Maison,109,5,1802,-0.989896,45.943056
2023-COR-S8,2023-06-30,1,Vente,183788.84,169,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000B0477,2,2,Appartement,-12,2,,-0.922293,45.980524
2023-100663,2024-06-10,1,Vente,361970.22,69,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000A0727,0,2,Appartement,81,3,,-0.542159,44.812399
2023-100029,2024-12-28,1,Vente,48813.21,9,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0396,0,2,Appartement,33,1,,0.592429,45.066441
2023-100144,2024-10-11,1,Vente,327250.2,99,,COURS DE L ARGONNE,17300,17300,ROCHEFORT,17,17300000A0550,0,1,Maison,151,5,1757,-0.974753,45.908345
2023-100642,2024-08-13,1,Vente,298769.6,109,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000C0753,1,2,Appartement,52,3,,-0.566131,44.839991
2023-100748,2023-05-18,1,Vente,235030.39,110,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0088,0,1,Maison,197,8,1949,0.600165,45.078175
2023-100336,2025-05-18,1,Vente,289480.59,135,,AVENUE THIERS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0890,0,1,Maison,149,5,998,0.514829,45.119642
2023-100668,2023-07-24,1,Vente,428555.24,157,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000D0872,0,1,Maison,165,5,1336,-0.97675,45.949555
2023-100863,2023-06-03,1,Vente,263164.26,104,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000D0548,1,2,Appartement,47,2,,-0.578233,44.864183
2023-100277,2023-10-23,1,Vente,206357.25,74,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000Z0833,0,2,Appartement,49,2,,-0.58894,44.808434
2023-100145,2025-01-11,1,Vente,48501.76,118,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0771,0,2,Appartement,30,1,,0.523566,45.079222
2023-100401,2023-09-16,1,Vente,103482.16,49,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0534,1,2,Appartement,71,3,,0.507402,45.058816
2023-100124,2025-04-10,1,Vente,113095.21,55,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0133,2,2,Appartement,65,3,,0.553502,45.061383
2023-100234,2025-06-06,1,Vente,182062.83,174,,RUE GAMBETTA,33000,33063,BORDEAUX,33,33063000Z0823,0,2,Appartement,38,1,,-0.529694,44.834857
2023-100494,2024-12-18,1,Vente,277474.8,86,,ROUTE DE PERIGUEUX,33000,33063,BORDEAUX,33,33063000Z0978,2,2,Appartement,52,2,,-0.61296,44.801392
2023-COR-XL3,2025-02-17,1,Vente,689443.99,15,,IMPASSE DES VIGNES,33000,33063,BORDEAUX,33,33063000E0603,0,1,Maison,3205,6,1296,-0.56568,44.838824
2023-100066,2023-05-25,1,Vente,116105.91,141,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000E0944,2,2,Appartement,77,3,,0.530112,45.050053
2023-100369,2024-03-05,1,Vente,150614.21,30,,RUE SAINTE CATHERINE,17300,17300,ROCHEFORT,17,17300000B0836,0,2,Appartement,82,3,,-0.933633,45.977222
2023-100596,2025-03-11,1,Vente,339892.16,146,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0583,0,1,Maison,200,8,565,0.542624,45.092339
2023-100672,2024-07-18,1,Vente,298520.79,22,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0518,0,1,Maison,208,7,1608,0.522152,45.100987
2023-100514,2024-08-04,1,Vente,417827.93,7,,ROUTE DE PERIGUEUX,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0628,0,1,Maison,204,7,149,0.552291,45.111981
2023-100461,2023-07-01,1,Vente,181795.96,18,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000D0965,1,1,Maison,102,5,1984,-1.009893,45.920112
2023-100417,2023-08-25,1,Vente,275108.7,5,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0930,2,1,Maison,181,9,1278,0.547863,45.124156
2023-100568,2024-10-16,1,Vente,120657.39,64,,IMPASSE DES VIGNES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0355,0,1,Maison,89,3,1664,0.576324,45.083357
2023-100408,2023-06-01,1,Vente,121666.88,148,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000B0701,1,2,Appartement,57,2,,-1.004931,45.939377
2023-100157,2023-04-28,1,Vente,236469.31,157,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000B0227,1,1,Maison,96,3,1363,-0.958462,45.954708
2023-100014,2024-12-11,1,Vente,131290.65,180,,RUE DU PALAIS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0213,0,1,Maison,83,4,1103,0.546266,45.123576
2023-100241,2025-04-28,1,Vente,564613.12,84,,RUE GAMBETTA,17300,17300,ROCHEFORT,17,17300000A0737,0,1,Maison,191,6,1876,-0.96383,45.938428
2023-100555,2023-12-16,1,Vente,371468.31,164,,IMPASSE DES VIGNES,33000,33063,BORDEAUX,33,33063000A0245,0,1,Maison,76,4,146,-0.552758,44.864183
2023-100383,2024-04-20,1,Vente,175537.52,157,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0850,2,1,Maison,108,4,514,0.584391,45.096664
2023-100306,2024-06-06,1,Vente,329304.01,58,,IMPASSE DES VIGNES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0152,2,1,Maison,188,7,1060,0.510544,45.097992
2023-100455,2025-06-01,1,Vente,294939.7,156,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000D0708,0,1,Maison,165,6,2000,-0.927062,45.903217
2023-100751,2024-12-19,1,Vente,20377.22,61,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000A0698,0,2,Appartement,65,3,,-0.607405,44.826866
2023-100136,2024-03-14,1,Vente,435118.15,178,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000D0251,0,2,Appartement,85,3,,-0.544356,44.815201
2023-100881,2023-10-11,1,Vente,142638.81,142,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0596,0,2,Appartement,78,4,,0.591702,45.120225
2023-100774,2023-09-06,1,Vente,396051.37,172,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000D0305,0,1,Maison,105,5,279,-0.56965,44.853081
2023-COR-S9,2024-02-07,1,Vente,872465.78,79,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000D0061,0,1,Maison,,6,2386,-0.561268,44.800268
2023-100030,2024-07-29,1,Vente,347474.95,97,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000B0668,0,1,Maison,132,6,1755,-0.948349,45.976116
2023-100257,2023-06-07,1,Vente,283795.18,152,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000D0790,0,1,Maison,104,4,317,-0.92446,45.963902
2023-100035,2025-05-27,1,Vente,382507.42,17,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000Z0817,0,1,Maison,134,5,2260,-0.937361,45.920784
2023-100107,2024-07-30,1,Vente,302976.38,64,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000C0833,2,2,Appartement,73,3,,-0.608004,44.873351
2023-100823,2025-05-02,1,Vente,456443.52,38,,AVENUE THIERS,33000,33063,BORDEAUX,33,33063000E0101,1,1,Maison,113,4,1602,-0.591703,44.801604
2023-100172,2023-03-24,1,Vente,15986.91,59,,IMPASSE DES VIGNES,33000,33063,BORDEAUX,33,33063000E0221,2,2,Appartement,52,2,,-0.595047,44.875169
2023-100838,2025-01-18,1,Vente,113046.51,63,,PLACE COLBERT,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0046,0,2,Appartement,76,3,,0.524707,45.066984
2023-COR-V5,2025-04-05,1,Vente,,133,,ALLEE DES CHENES,33000,33063,BORDEAUX,33,33063000A0277,1,1,Maison,72,3,378,-0.544692,44.838325
2023-100431,2024-10-19,1,Vente,154086.68,124,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000A0933,0,2,Appartement,89,3,,0.536572,45.057124
2023-100778,2023-01-28,1,Vente,337727.75,129,,COURS DE L ARGONNE,33000,33063,BORDEAUX,33,33063000Z0712,2,2,Appartement,63,2,,-0.56885,44.830795
2023-100220,2025-02-14,1,Vente,371573.77,69,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000C0822,0,2,Appartement,87,4,,-0.561648,44.809151
2023-100381,2024-12-24,1,Vente,135242.56,14,,RUE GAMBETTA,17300,17300,ROCHEFORT,17,17300000C0766,0,2,Appartement,79,4,,-0.92014,45.916383
2023-100175,2023-04-19,1,Vente,182222.5,49,,PLACE COLBERT,17300,17300,ROCHEFORT,17,17300000B0683,2,2,Appartement,87,3,,-0.944999,45.923843
2023-100484,2024-03-03,1,Vente,732345.27,47,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000C0300,0,1,Maison,137,4,773,-0.608965,44.799823
2023-100085,2024-02-24,2,Vente,319662.04,8,,ROUTE DE PERIGUEUX,33000,33063,BORDEAUX,33,33063000D0692,1,2,Appartement,66,2,,-0.590852,44.869645
2023-100843,2023-02-22,1,Vente,368691.66,141,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0508,2,1,Maison,197,10,1096,0.545989,45.07863
2023-100108,2023-07-09,1,Vente,83287.6,124,,AVENUE THIERS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0563,0,2,Appartement,49,2,,0.568753,45.057024
2023-100287,2024-12-08,1,Vente,203237.14,157,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000B0755,1,2,Appartement,38,1,,-0.530799,44.804203
2023-100064,2023-07-16,1,Vente,806158.97,165,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000Z0938,0,1,Maison,166,7,964,-0.534707,44.807434
2023-100865,2024-11-01,1,Vente,475482.18,16,,RUE SAINTE CATHERINE,33000,33063,BORDEAUX,33,33063000B0357,2,1,Maison,96,4,2347,-0.556224,44.843022
2023-100800,2023-02-13,1,Vente,173817.98,58,,ALLEE DES CHENES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0482,1,1,Maison,97,4,1694,0.578518,45.096073
2023-100832,2025-02-25,1,Vente,397486.17,52,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000A0796,0,2,Appartement,77,3,,-0.533668,44.868248
2023-COR-T13,2024-06-06,1,Vente,329304.01,58,,IMPASSE DES VIGNES,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000B0152,2,4,Local industriel. commercial ou assimile,5515,7,1060,0.510544,45.097992
2023-100701,2024-02-07,1,Vente,872465.78,79,,RUE DU PALAIS,33000,33063,BORDEAUX,33,33063000D0061,0,1,Maison,167,6,2386,-0.561268,44.800268
2023-100251,2023-01-12,1,Vente,133502.37,82,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0522,2,1,Maison,93,4,1778,0.566218,45.095235
2023-COR-S15,2023-03-16,1,Vente,52801.19,146,,AVENUE THIERS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000Z0821,0,2,Appartement,,2,,0.553995,45.085642
2023-100367,2024-07-09,1,Vente,415636.23,11,,RUE SAINTE CATHERINE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000C0634,0,1,Maison,194,8,2077,0.598827,45.072598
2023-100532,2023-03-24,1,Vente,225421.12,120,,AVENUE THIERS,17300,17300,ROCHEFORT,17,17300000E0268,0,2,Appartement,87,4,,-0.916081,45.955292
2023-100850,2024-03-18,1,Vente,23215.16,14,,ROUTE DE PERIGUEUX,17300,17300,ROCHEFORT,17,17300000E0730,0,2,Appartement,88,4,,-1.011498,45.968329
2023-100404,2023-06-12,1,Vente,113457.07,122,,RUE DU PALAIS,17300,17300,ROCHEFORT,17,17300000B0518,0,2,Appartement,45,1,,-0.966522,45.979942
2023-COR-V9,2024-07-23,1,Vente,,8,,RUE GAMBETTA,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0669,0,2,Appartement,34,1,,0.562494,45.099634
2023-100060,2024-01-01,1,Vente,76023.41,58,,COURS DE L ARGONNE,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0234,0,2,Appartement,40,2,,0.530469,45.100478
2023-100005,2024-04-04,1,Vente,103887.04,88,,AVENUE THIERS,24430,24016,ANNESSE-ET-BEAULIEU,24,24016000D0831,0,1,Maison,79,3,1520,0.590722,45.068413
2023-COR-T3,2024-12-16,1,Vente,430121.67,137,,PLACE COLBERT,33000,33063,BORDEAUX,33,33063000Z0674,1,3,Dependance,91,3,,-0.604228,44.806359
2023-100070,2024-12-10,1,Vente,388553.91,158,,COURS DE L ARGONNE,33000,33063,BORDEAUX,33,33063000E0687,0,2,Appartement,93,4,,-0.551212,44.842575
2023-100824,2023-08-17,1,Vente,503917.21,110,,RUE SAINTE CATHERINE,17300,17300,ROCHEFORT,17,17300000A0877,1,1,Maison,195,7,1230,-0.944014,45.947738
